Date,HomeTeam,AwayTeam,FTHG,FTAG
23/12/2020,Real Madrid,Granada,2,0
23/12/2020,Alaves,Eibar,2,1
23/12/2020,Betis,Cadiz,1,0
29/12/2020,Sevilla,Villarreal,2,0
29/12/2020,Barcelona,Eibar,1,1
29/12/2020,Cadiz,Valladolid,0,0
29/12/2020,Levante,Betis,4,3
30/12/2020,Granada,Valencia,2,1
30/12/2020,Ath Madrid,Getafe,1,0
30/12/2020,Celta,Huesca,2,1
30/12/2020,Elche,Real Madrid,1,1
31/12/2020,Ath Bilbao,Sociedad,0,1
31/12/2020,Osasuna,Alaves,1,1
02/01/2021,Villarreal,Levante,2,1
02/01/2021,Betis,Sevilla,1,1
02/01/2021,Getafe,Valladolid,0,1
02/01/2021,Real Madrid,Celta,2,0
03/01/2021,Ath Bilbao,Elche,1,0
03/01/2021,Alaves,Ath Madrid,1,2
03/01/2021,Eibar,Granada,2,0
03/01/2021,Sociedad,Osasuna,1,1
03/01/2021,Huesca,Barcelona,0,1
04/01/2021,Valencia,Cadiz,1,1
06/01/2021,Ath Bilbao,Barcelona,2,3
08/01/2021,Celta,Villarreal,0,4
09/01/2021,Sevilla,Sociedad,3,2
09/01/2021,Granada,Barcelona,0,4
09/01/2021,Osasuna,Real Madrid,0,0
10/01/2021,Levante,Eibar,2,1
10/01/2021,Cadiz,Alaves,3,1
10/01/2021,Valladolid,Valencia,0,1
11/01/2021,Elche,Getafe,1,3
11/01/2021,Huesca,Betis,0,2
12/01/2021,Granada,Osasuna,2,0
12/01/2021,Ath Madrid,Sevilla,2,0
19/01/2021,Cadiz,Levante,2,2
19/01/2021,Valladolid,Elche,2,2
19/01/2021,Alaves,Sevilla,1,2
20/01/2021,Getafe,Huesca,1,0
20/01/2021,Betis,Celta,2,1
20/01/2021,Villarreal,Granada,2,2
21/01/2021,Valencia,Osasuna,1,1
21/01/2021,Eibar,Ath Madrid,1,2
22/01/2021,Levante,Valladolid,2,2
23/01/2021,Huesca,Villarreal,0,0
23/01/2021,Sevilla,Cadiz,3,0
23/01/2021,Sociedad,Betis,2,2
23/01/2021,Alaves,Real Madrid,1,4
24/01/2021,Osasuna,Granada,3,1
24/01/2021,Elche,Barcelona,0,2
24/01/2021,Celta,Eibar,1,1
24/01/2021,Ath Madrid,Valencia,3,1
25/01/2021,Ath Bilbao,Getafe,5,1
29/01/2021,Valladolid,Huesca,1,3
30/01/2021,Eibar,Sevilla,0,2
30/01/2021,Real Madrid,Levante,1,2
30/01/2021,Valencia,Elche,1,0
30/01/2021,Villarreal,Sociedad,1,1
31/01/2021,Getafe,Alaves,0,0
31/01/2021,Cadiz,Ath Madrid,2,4
31/01/2021,Granada,Celta,0,0
31/01/2021,Barcelona,Ath Bilbao,2,1
01/02/2021,Betis,Osasuna,1,0
05/02/2021,Alaves,Valladolid,1,0
06/02/2021,Levante,Granada,2,2
06/02/2021,Huesca,Real Madrid,1,2
06/02/2021,Elche,Villarreal,2,2
06/02/2021,Sevilla,Getafe,3,0
07/02/2021,Sociedad,Cadiz,4,1
07/02/2021,Ath Bilbao,Valencia,1,1
07/02/2021,Osasuna,Eibar,2,1
07/02/2021,Betis,Barcelona,2,3
08/02/2021,Ath Madrid,Celta,2,2
09/02/2021,Real Madrid,Getafe,2,0
12/02/2021,Celta,Elche,3,1
13/02/2021,Granada,Ath Madrid,1,2
13/02/2021,Sevilla,Huesca,1,0
13/02/2021,Eibar,Valladolid,1,1
13/02/2021,Barcelona,Alaves,5,1
14/02/2021,Getafe,Sociedad,0,1
14/02/2021,Real Madrid,Valencia,2,0
14/02/2021,Levante,Osasuna,0,1
14/02/2021,Villarreal,Betis,1,2
15/02/2021,Cadiz,Ath Bilbao,0,4
17/02/2021,Levante,Ath Madrid,1,1
19/02/2021,Betis,Getafe,1,0
20/02/2021,Elche,Eibar,1,0
20/02/2021,Ath Madrid,Levante,0,2
20/02/2021,Valencia,Celta,2,0
20/02/2021,Valladolid,Real Madrid,0,1
21/02/2021,Barcelona,Cadiz,1,1
21/02/2021,Sociedad,Alaves,4,0
21/02/2021,Huesca,Granada,3,2
21/02/2021,Ath Bilbao,Villarreal,1,1
22/02/2021,Osasuna,Sevilla,0,2
24/02/2021,Barcelona,Elche,3,0
26/02/2021,Levante,Ath Bilbao,1,1
27/02/2021,Eibar,Huesca,1,1
27/02/2021,Sevilla,Barcelona,0,2
27/02/2021,Alaves,Osasuna,0,1
27/02/2021,Getafe,Valencia,3,0
28/02/2021,Celta,Valladolid,1,1
28/02/2021,Cadiz,Betis,0,1
28/02/2021,Granada,Elche,2,1
28/02/2021,Villarreal,Ath Madrid,0,2
01/03/2021,Real Madrid,Sociedad,1,1
05/03/2021,Valencia,Villarreal,2,1
06/03/2021,Valladolid,Getafe,2,1
06/03/2021,Elche,Sevilla,2,1
06/03/2021,Cadiz,Eibar,1,0
06/03/2021,Osasuna,Barcelona,0,2
07/03/2021,Huesca,Celta,3,4
07/03/2021,Ath Madrid,Real Madrid,1,1
07/03/2021,Sociedad,Levante,1,0
07/03/2021,Ath Bilbao,Granada,2,1
08/03/2021,Betis,Alaves,3,2
10/03/2021,Ath Madrid,Ath Bilbao,2,1
12/03/2021,Levante,Valencia,1,0
13/03/2021,Alaves,Cadiz,1,1
13/03/2021,Real Madrid,Elche,2,1
13/03/2021,Osasuna,Valladolid,0,0
13/03/2021,Getafe,Ath Madrid,0,0
14/03/2021,Celta,Ath Bilbao,0,0
14/03/2021,Granada,Sociedad,1,0
14/03/2021,Eibar,Villarreal,1,3
14/03/2021,Sevilla,Betis,1,0
15/03/2021,Barcelona,Huesca,4,1
17/03/2021,Sevilla,Elche,2,0
19/03/2021,Betis,Levante,2,0
20/03/2021,Ath Bilbao,Eibar,1,1
20/03/2021,Celta,Real Madrid,1,3
20/03/2021,Huesca,Osasuna,0,0
20/03/2021,Valladolid,Sevilla,1,1
21/03/2021,Getafe,Elche,1,1
21/03/2021,Valencia,Granada,2,1
21/03/2021,Villarreal,Cadiz,2,1
21/03/2021,Ath Madrid,Alaves,1,0
21/03/2021,Sociedad,Barcelona,1,6
02/04/2021,Levante,Huesca,0,2
03/04/2021,Granada,Villarreal,0,3
03/04/2021,Real Madrid,Eibar,2,0
03/04/2021,Osasuna,Getafe,0,0
04/04/2021,Alaves,Celta,1,3
04/04/2021,Elche,Betis,1,1
04/04/2021,Cadiz,Valencia,2,1
04/04/2021,Sevilla,Ath Madrid,1,0
05/04/2021,Barcelona,Valladolid,1,0
07/04/2021,Sociedad,Ath Bilbao,1,1
09/04/2021,Huesca,Elche,3,1
10/04/2021,Getafe,Cadiz,0,1
10/04/2021,Ath Bilbao,Alaves,0,0
10/04/2021,Eibar,Levante,0,1
10/04/2021,Real Madrid,Barcelona,2,1
11/04/2021,Villarreal,Osasuna,1,2
11/04/2021,Valencia,Sociedad,2,2
11/04/2021,Valladolid,Granada,1,2
11/04/2021,Betis,Ath Madrid,1,1
12/04/2021,Celta,Sevilla,3,4
18/04/2021,Osasuna,Elche,2,0
18/04/2021,Sociedad,Sevilla,1,2
18/04/2021,Alaves,Huesca,1,0
18/04/2021,Ath Madrid,Eibar,5,0
18/04/2021,Betis,Valencia,2,2
18/04/2021,Cadiz,Celta,0,0
18/04/2021,Getafe,Real Madrid,0,0
18/04/2021,Levante,Villarreal,1,5
21/04/2021,Levante,Sevilla,0,1
21/04/2021,Osasuna,Valencia,3,1
21/04/2021,Betis,Ath Bilbao,0,0
21/04/2021,Alaves,Villarreal,2,1
21/04/2021,Elche,Valladolid,1,1
21/04/2021,Cadiz,Real Madrid,0,3
22/04/2021,Ath Madrid,Huesca,2,0
22/04/2021,Granada,Eibar,4,1
22/04/2021,Sociedad,Celta,2,1
22/04/2021,Barcelona,Getafe,5,2
24/04/2021,Elche,Levante,1,0
24/04/2021,Valladolid,Cadiz,1,1
24/04/2021,Valencia,Alaves,1,1
24/04/2021,Real Madrid,Betis,0,0
25/04/2021,Huesca,Getafe,0,2
25/04/2021,Villarreal,Barcelona,1,2
25/04/2021,Celta,Osasuna,2,1
25/04/2021,Sevilla,Granada,2,1
25/04/2021,Ath Bilbao,Ath Madrid,2,1
26/04/2021,Eibar,Sociedad,0,1
28/04/2021,Ath Bilbao,Valladolid,2,2
29/04/2021,Barcelona,Granada,1,2
30/04/2021,Celta,Levante,2,0
01/05/2021,Eibar,Alaves,3,0
01/05/2021,Elche,Ath Madrid,0,1
01/05/2021,Huesca,Sociedad,1,0
01/05/2021,Real Madrid,Osasuna,2,0
02/05/2021,Valladolid,Betis,1,1
02/05/2021,Villarreal,Getafe,1,0
02/05/2021,Granada,Cadiz,0,1
02/05/2021,Valencia,Barcelona,2,3
03/05/2021,Sevilla,Ath Bilbao,0,1
07/05/2021,Sociedad,Elche,2,0
08/05/2021,Alaves,Levante,2,2
08/05/2021,Barcelona,Ath Madrid,0,0
08/05/2021,Cadiz,Huesca,2,1
08/05/2021,Ath Bilbao,Osasuna,2,2
09/05/2021,Getafe,Eibar,0,1
09/05/2021,Valencia,Valladolid,3,0
09/05/2021,Villarreal,Celta,2,4
09/05/2021,Real Madrid,Sevilla,2,2
10/05/2021,Betis,Granada,2,1
11/05/2021,Osasuna,Cadiz,3,2
11/05/2021,Elche,Alaves,0,2
11/05/2021,Levante,Barcelona,3,3
12/05/2021,Sevilla,Valencia,1,0
12/05/2021,Celta,Getafe,1,0
12/05/2021,Huesca,Ath Bilbao,1,0
12/05/2021,Ath Madrid,Sociedad,2,1
13/05/2021,Valladolid,Villarreal,0,2
13/05/2021,Eibar,Betis,1,1
13/05/2021,Granada,Real Madrid,1,4
16/05/2021,Alaves,Granada,4,2
16/05/2021,Ath Bilbao,Real Madrid,0,1
16/05/2021,Ath Madrid,Osasuna,2,1
16/05/2021,Barcelona,Celta,1,2
16/05/2021,Betis,Huesca,1,0
16/05/2021,Cadiz,Elche,1,3
16/05/2021,Getafe,Levante,2,1
16/05/2021,Sociedad,Valladolid,4,1
16/05/2021,Valencia,Eibar,4,1
16/05/2021,Villarreal,Sevilla,4,0
21/05/2021,Levante,Cadiz,2,2
22/05/2021,Celta,Betis,2,3
22/05/2021,Eibar,Barcelona,0,1
22/05/2021,Elche,Ath Bilbao,2,0
22/05/2021,Huesca,Valencia,0,0
22/05/2021,Osasuna,Sociedad,0,1
22/05/2021,Real Madrid,Villarreal,2,1
22/05/2021,Valladolid,Ath Madrid,1,2
23/05/2021,Granada,Getafe,0,0
23/05/2021,Sevilla,Alaves,1,0
13/08/2021,Valencia,Getafe,1,0
14/08/2021,Cadiz,Levante,1,1
14/08/2021,Mallorca,Betis,1,1
14/08/2021,Alaves,Real Madrid,1,4
14/08/2021,Osasuna,Espanol,0,0
15/08/2021,Celta,Ath Madrid,1,2
15/08/2021,Barcelona,Sociedad,4,2
15/08/2021,Sevilla,Vallecano,3,0
16/08/2021,Villarreal,Granada,0,0
16/08/2021,Elche,Ath Bilbao,0,0
20/08/2021,Betis,Cadiz,1,1
21/08/2021,Alaves,Mallorca,0,1
21/08/2021,Espanol,Villarreal,0,0
21/08/2021,Granada,Valencia,1,1
21/08/2021,Ath Bilbao,Barcelona,1,1
22/08/2021,Sociedad,Vallecano,1,0
22/08/2021,Ath Madrid,Elche,1,0
22/08/2021,Levante,Real Madrid,3,3
23/08/2021,Getafe,Sevilla,0,1
23/08/2021,Osasuna,Celta,0,0
27/08/2021,Mallorca,Espanol,1,0
27/08/2021,Valencia,Alaves,3,0
28/08/2021,Celta,Ath Bilbao,0,1
28/08/2021,Elche,Sevilla,1,1
28/08/2021,Sociedad,Levante,1,0
28/08/2021,Betis,Real Madrid,0,1
29/08/2021,Barcelona,Getafe,2,1
29/08/2021,Cadiz,Osasuna,2,3
29/08/2021,Vallecano,Granada,4,0
29/08/2021,Ath Madrid,Villarreal,2,2
11/09/2021,Levante,Vallecano,1,1
11/09/2021,Ath Bilbao,Mallorca,2,0
12/09/2021,Espanol,Ath Madrid,1,2
12/09/2021,Osasuna,Valencia,1,4
12/09/2021,Cadiz,Sociedad,0,2
12/09/2021,Real Madrid,Celta,5,2
13/09/2021,Getafe,Elche,0,1
13/09/2021,Granada,Betis,1,2
17/09/2021,Celta,Cadiz,1,2
18/09/2021,Vallecano,Getafe,3,0
18/09/2021,Ath Madrid,Ath Bilbao,0,0
18/09/2021,Elche,Levante,1,1
18/09/2021,Alaves,Osasuna,0,2
19/09/2021,Mallorca,Villarreal,0,0
19/09/2021,Sociedad,Sevilla,0,0
19/09/2021,Betis,Espanol,2,2
19/09/2021,Valencia,Real Madrid,1,2
20/09/2021,Barcelona,Granada,1,1
21/09/2021,Getafe,Ath Madrid,1,2
21/09/2021,Ath Bilbao,Vallecano,1,2
21/09/2021,Levante,Celta,0,2
22/09/2021,Espanol,Alaves,1,0
22/09/2021,Sevilla,Valencia,3,1
22/09/2021,Real Madrid,Mallorca,6,1
22/09/2021,Villarreal,Elche,4,1
23/09/2021,Granada,Sociedad,2,3
23/09/2021,Osasuna,Betis,1,3
23/09/2021,Cadiz,Barcelona,0,0
25/09/2021,Alaves,Ath Madrid,1,0
25/09/2021,Valencia,Ath Bilbao,1,1
25/09/2021,Sevilla,Espanol,2,0
25/09/2021,Real Madrid,Villarreal,0,0
26/09/2021,Mallorca,Osasuna,2,3
26/09/2021,Barcelona,Levante,3,0
26/09/2021,Sociedad,Elche,1,0
26/09/2021,Vallecano,Cadiz,3,1
26/09/2021,Betis,Getafe,2,0
27/09/2021,Celta,Granada,1,0
01/10/2021,Ath Bilbao,Alaves,1,0
02/10/2021,Osasuna,Vallecano,1,0
02/10/2021,Mallorca,Levante,1,0
02/10/2021,Cadiz,Valencia,0,0
02/10/2021,Ath Madrid,Barcelona,2,0
03/10/2021,Elche,Celta,1,0
03/10/2021,Espanol,Real Madrid,2,1
03/10/2021,Getafe,Sociedad,1,1
03/10/2021,Villarreal,Betis,2,0
03/10/2021,Granada,Sevilla,1,0
16/10/2021,Levante,Getafe,0,0
16/10/2021,Sociedad,Mallorca,1,0
17/10/2021,Vallecano,Elche,2,1
17/10/2021,Celta,Sevilla,0,1
17/10/2021,Villarreal,Osasuna,1,2
17/10/2021,Barcelona,Valencia,3,1
18/10/2021,Alaves,Betis,0,1
18/10/2021,Espanol,Cadiz,2,0
22/10/2021,Osasuna,Granada,1,1
23/10/2021,Valencia,Mallorca,2,2
23/10/2021,Cadiz,Alaves,0,2
23/10/2021,Elche,Espanol,2,2
23/10/2021,Ath Bilbao,Villarreal,2,1
24/10/2021,Sevilla,Levante,5,3
24/10/2021,Barcelona,Real Madrid,1,2
24/10/2021,Betis,Vallecano,3,2
24/10/2021,Ath Madrid,Sociedad,2,2
25/10/2021,Getafe,Celta,0,3
26/10/2021,Alaves,Elche,1,0
26/10/2021,Espanol,Ath Bilbao,1,1
26/10/2021,Villarreal,Cadiz,3,3
27/10/2021,Mallorca,Sevilla,1,1
27/10/2021,Vallecano,Barcelona,1,0
27/10/2021,Betis,Valencia,4,1
27/10/2021,Real Madrid,Osasuna,0,0
28/10/2021,Celta,Sociedad,0,2
28/10/2021,Granada,Getafe,1,1
28/10/2021,Levante,Ath Madrid,2,2
30/10/2021,Elche,Real Madrid,1,2
30/10/2021,Sevilla,Osasuna,2,0
30/10/2021,Valencia,Villarreal,2,0
30/10/2021,Barcelona,Alaves,1,1
31/10/2021,Cadiz,Mallorca,1,1
31/10/2021,Ath Madrid,Betis,3,0
31/10/2021,Getafe,Espanol,2,1
31/10/2021,Sociedad,Ath Bilbao,1,1
01/11/2021,Vallecano,Celta,0,0
01/11/2021,Levante,Granada,0,3
05/11/2021,Ath Bilbao,Cadiz,0,1
06/11/2021,Espanol,Granada,2,0
06/11/2021,Celta,Barcelona,3,3
06/11/2021,Alaves,Levante,2,1
06/11/2021,Real Madrid,Vallecano,2,1
07/11/2021,Villarreal,Getafe,1,0
07/11/2021,Valencia,Ath Madrid,3,3
07/11/2021,Mallorca,Elche,2,2
07/11/2021,Osasuna,Sociedad,0,2
07/11/2021,Betis,Sevilla,0,2
19/11/2021,Levante,Ath Bilbao,0,0
20/11/2021,Celta,Villarreal,1,1
20/11/2021,Sevilla,Alaves,2,2
20/11/2021,Ath Madrid,Osasuna,1,0
20/11/2021,Barcelona,Espanol,1,0
21/11/2021,Getafe,Cadiz,4,0
21/11/2021,Granada,Real Madrid,1,4
21/11/2021,Elche,Betis,0,3
21/11/2021,Sociedad,Valencia,0,0
22/11/2021,Vallecano,Mallorca,3,1
26/11/2021,Ath Bilbao,Granada,2,2
27/11/2021,Alaves,Celta,1,2
27/11/2021,Valencia,Vallecano,1,1
27/11/2021,Mallorca,Getafe,0,0
27/11/2021,Villarreal,Barcelona,1,3
28/11/2021,Betis,Levante,3,1
28/11/2021,Espanol,Sociedad,1,0
28/11/2021,Cadiz,Ath Madrid,1,4
28/11/2021,Real Madrid,Sevilla,2,1
29/11/2021,Osasuna,Elche,1,1
01/12/2021,Real Madrid,Ath Bilbao,1,0
03/12/2021,Granada,Alaves,2,1
04/12/2021,Sevilla,Villarreal,1,0
04/12/2021,Barcelona,Betis,0,1
04/12/2021,Ath Madrid,Mallorca,1,2
04/12/2021,Sociedad,Real Madrid,0,2
05/12/2021,Vallecano,Espanol,1,0
05/12/2021,Elche,Cadiz,3,1
05/12/2021,Levante,Osasuna,0,0
05/12/2021,Celta,Valencia,1,2
06/12/2021,Getafe,Ath Bilbao,0,0
10/12/2021,Mallorca,Celta,0,0
11/12/2021,Espanol,Levante,4,3
11/12/2021,Alaves,Getafe,1,1
11/12/2021,Valencia,Elche,2,1
11/12/2021,Ath Bilbao,Sevilla,0,1
12/12/2021,Villarreal,Vallecano,2,0
12/12/2021,Osasuna,Barcelona,2,2
12/12/2021,Betis,Sociedad,4,0
12/12/2021,Real Madrid,Ath Madrid,2,0
13/12/2021,Cadiz,Granada,1,1
17/12/2021,Celta,Espanol,3,1
18/12/2021,Vallecano,Alaves,2,0
18/12/2021,Sociedad,Villarreal,1,3
18/12/2021,Barcelona,Elche,3,2
18/12/2021,Sevilla,Ath Madrid,2,1
19/12/2021,Granada,Mallorca,4,1
19/12/2021,Ath Bilbao,Betis,3,2
19/12/2021,Getafe,Osasuna,1,0
19/12/2021,Real Madrid,Cadiz,0,0
20/12/2021,Levante,Valencia,3,4
21/12/2021,Villarreal,Alaves,5,2
21/12/2021,Sevilla,Barcelona,1,1
22/12/2021,Granada,Ath Madrid,2,1
22/12/2021,Ath Bilbao,Real Madrid,1,2
31/12/2021,Valencia,Espanol,1,2
02/01/2022,Getafe,Real Madrid,1,0
02/01/2022,Ath Madrid,Vallecano,2,0
02/01/2022,Elche,Granada,0,0
02/01/2022,Alaves,Sociedad,1,1
02/01/2022,Betis,Celta,0,2
02/01/2022,Mallorca,Barcelona,0,1
03/01/2022,Villarreal,Levante,5,0
03/01/2022,Osasuna,Ath Bilbao,1,3
03/01/2022,Cadiz,Sevilla,0,1
08/01/2022,Levante,Mallorca,2,0
08/01/2022,Sociedad,Celta,1,0
08/01/2022,Granada,Barcelona,1,1
08/01/2022,Real Madrid,Valencia,4,1
09/01/2022,Vallecano,Betis,1,1
09/01/2022,Sevilla,Getafe,1,0
09/01/2022,Alaves,Ath Bilbao,0,0
09/01/2022,Osasuna,Cadiz,2,0
09/01/2022,Villarreal,Ath Madrid,2,2
10/01/2022,Espanol,Elche,1,2
16/01/2022,Elche,Villarreal,1,0
18/01/2022,Betis,Alaves,4,0
18/01/2022,Cadiz,Espanol,2,2
19/01/2022,Celta,Osasuna,2,0
19/01/2022,Valencia,Sevilla,1,1
20/01/2022,Getafe,Granada,4,2
21/01/2022,Espanol,Betis,1,4
22/01/2022,Levante,Cadiz,0,2
22/01/2022,Villarreal,Mallorca,3,0
22/01/2022,Sevilla,Celta,2,2
22/01/2022,Ath Madrid,Valencia,3,2
23/01/2022,Granada,Osasuna,0,2
23/01/2022,Real Madrid,Elche,2,2
23/01/2022,Sociedad,Getafe,0,0
23/01/2022,Vallecano,Ath Bilbao,0,1
23/01/2022,Alaves,Barcelona,0,1
04/02/2022,Getafe,Levante,3,0
05/02/2022,Elche,Alaves,3,1
05/02/2022,Mallorca,Cadiz,2,1
05/02/2022,Celta,Vallecano,2,0
05/02/2022,Osasuna,Sevilla,0,0
06/02/2022,Valencia,Sociedad,0,0
06/02/2022,Barcelona,Ath Madrid,4,2
06/02/2022,Betis,Villarreal,0,2
06/02/2022,Real Madrid,Granada,1,0
07/02/2022,Ath Bilbao,Espanol,2,1
11/02/2022,Sevilla,Elche,2,0
12/02/2022,Cadiz,Celta,0,0
12/02/2022,Villarreal,Real Madrid,0,0
12/02/2022,Vallecano,Osasuna,0,3
12/02/2022,Ath Madrid,Getafe,4,3
13/02/2022,Alaves,Valencia,2,1
13/02/2022,Levante,Betis,2,4
13/02/2022,Sociedad,Granada,2,0
13/02/2022,Espanol,Barcelona,2,2
14/02/2022,Mallorca,Ath Bilbao,3,2
16/02/2022,Ath Madrid,Levante,0,1
18/02/2022,Elche,Vallecano,2,1
19/02/2022,Granada,Villarreal,1,4
19/02/2022,Osasuna,Ath Madrid,0,3
19/02/2022,Cadiz,Getafe,1,1
19/02/2022,Real Madrid,Alaves,3,0
20/02/2022,Espanol,Sevilla,1,1
20/02/2022,Valencia,Barcelona,1,4
20/02/2022,Betis,Mallorca,2,1
20/02/2022,Ath Bilbao,Sociedad,4,0
21/02/2022,Celta,Levante,1,1
25/02/2022,Levante,Elche,3,0
26/02/2022,Mallorca,Valencia,0,1
26/02/2022,Getafe,Alaves,2,2
26/02/2022,Vallecano,Real Madrid,0,1
26/02/2022,Ath Madrid,Celta,2,0
27/02/2022,Villarreal,Espanol,5,1
27/02/2022,Sevilla,Betis,2,1
27/02/2022,Sociedad,Osasuna,1,0
27/02/2022,Barcelona,Ath Bilbao,4,0
28/02/2022,Granada,Cadiz,0,0
02/03/2022,Mallorca,Sociedad,0,2
04/03/2022,Alaves,Sevilla,0,0
05/03/2022,Osasuna,Villarreal,1,0
05/03/2022,Espanol,Getafe,2,0
05/03/2022,Valencia,Granada,3,1
05/03/2022,Real Madrid,Sociedad,4,1
06/03/2022,Cadiz,Vallecano,2,0
06/03/2022,Elche,Barcelona,1,2
06/03/2022,Celta,Mallorca,4,3
06/03/2022,Betis,Ath Madrid,1,3
07/03/2022,Ath Bilbao,Levante,3,1
11/03/2022,Ath Madrid,Cadiz,2,1
12/03/2022,Levante,Espanol,1,1
12/03/2022,Granada,Elche,0,1
12/03/2022,Villarreal,Celta,1,0
12/03/2022,Getafe,Valencia,0,0
13/03/2022,Vallecano,Sevilla,1,1
13/03/2022,Betis,Ath Bilbao,1,0
13/03/2022,Sociedad,Alaves,1,0
13/03/2022,Barcelona,Osasuna,4,0
14/03/2022,Mallorca,Real Madrid,0,3
18/03/2022,Ath Bilbao,Getafe,1,1
19/03/2022,Alaves,Granada,2,3
19/03/2022,Elche,Valencia,0,1
19/03/2022,Osasuna,Levante,3,1
19/03/2022,Vallecano,Ath Madrid,0,1
20/03/2022,Espanol,Mallorca,1,0
20/03/2022,Cadiz,Villarreal,1,0
20/03/2022,Celta,Betis,0,0
20/03/2022,Sevilla,Sociedad,0,0
20/03/2022,Real Madrid,Barcelona,0,4
02/04/2022,Getafe,Mallorca,1,0
02/04/2022,Levante,Villarreal,2,0
02/04/2022,Celta,Real Madrid,1,2
02/04/2022,Ath Madrid,Alaves,4,1
03/04/2022,Ath Bilbao,Elche,2,1
03/04/2022,Betis,Osasuna,4,1
03/04/2022,Granada,Vallecano,2,2
03/04/2022,Valencia,Cadiz,0,0
03/04/2022,Barcelona,Sevilla,1,0
04/04/2022,Sociedad,Espanol,1,0
08/04/2022,Sevilla,Granada,4,2
09/04/2022,Cadiz,Betis,1,2
09/04/2022,Mallorca,Ath Madrid,1,0
09/04/2022,Villarreal,Ath Bilbao,1,1
09/04/2022,Real Madrid,Getafe,2,0
10/04/2022,Osasuna,Alaves,1,0
10/04/2022,Espanol,Celta,1,0
10/04/2022,Elche,Sociedad,1,2
10/04/2022,Levante,Barcelona,2,3
11/04/2022,Vallecano,Valencia,1,1
15/04/2022,Sociedad,Betis,0,0
16/04/2022,Elche,Mallorca,3,0
16/04/2022,Alaves,Vallecano,1,0
16/04/2022,Valencia,Osasuna,1,2
16/04/2022,Getafe,Villarreal,1,2
17/04/2022,Granada,Levante,1,4
17/04/2022,Ath Madrid,Espanol,2,1
17/04/2022,Ath Bilbao,Celta,0,2
17/04/2022,Sevilla,Real Madrid,2,3
18/04/2022,Barcelona,Cadiz,0,1
19/04/2022,Mallorca,Alaves,2,1
19/04/2022,Betis,Elche,0,1
19/04/2022,Villarreal,Valencia,2,0
20/04/2022,Ath Madrid,Granada,0,0
20/04/2022,Celta,Getafe,0,2
20/04/2022,Osasuna,Real Madrid,1,3
21/04/2022,Espanol,Vallecano,0,1
21/04/2022,Levante,Sevilla,2,3
21/04/2022,Cadiz,Ath Bilbao,2,3
21/04/2022,Sociedad,Barcelona,0,1
24/04/2022,Barcelona,Vallecano,0,1
29/04/2022,Sevilla,Cadiz,1,1
30/04/2022,Alaves,Villarreal,2,1
30/04/2022,Real Madrid,Espanol,4,0
30/04/2022,Valencia,Levante,1,1
30/04/2022,Ath Bilbao,Ath Madrid,2,0
01/05/2022,Elche,Osasuna,1,1
01/05/2022,Granada,Celta,1,1
01/05/2022,Vallecano,Sociedad,1,1
01/05/2022,Barcelona,Mallorca,2,1
02/05/2022,Getafe,Betis,0,0
06/05/2022,Levante,Sociedad,2,1
07/05/2022,Mallorca,Granada,2,6
07/05/2022,Ath Bilbao,Valencia,0,0
07/05/2022,Cadiz,Elche,3,0
07/05/2022,Celta,Alaves,4,0
07/05/2022,Betis,Barcelona,1,2
08/05/2022,Getafe,Vallecano,0,0
08/05/2022,Villarreal,Sevilla,1,1
08/05/2022,Espanol,Osasuna,1,1
08/05/2022,Ath Madrid,Real Madrid,1,0
10/05/2022,Valencia,Betis,0,3
10/05/2022,Granada,Ath Bilbao,1,0
10/05/2022,Barcelona,Celta,3,1
11/05/2022,Alaves,Espanol,2,1
11/05/2022,Osasuna,Getafe,1,1
11/05/2022,Sevilla,Mallorca,0,0
11/05/2022,Elche,Ath Madrid,0,2
12/05/2022,Sociedad,Cadiz,3,0
12/05/2022,Vallecano,Villarreal,1,5
12/05/2022,Real Madrid,Levante,6,0
14/05/2022,Espanol,Valencia,1,1
15/05/2022,Ath Bilbao,Osasuna,2,0
15/05/2022,Ath Madrid,Sevilla,1,1
15/05/2022,Betis,Granada,2,0
15/05/2022,Cadiz,Real Madrid,1,1
15/05/2022,Celta,Elche,1,0
15/05/2022,Getafe,Barcelona,0,0
15/05/2022,Levante,Alaves,3,1
15/05/2022,Mallorca,Vallecano,2,1
15/05/2022,Villarreal,Sociedad,1,2
20/05/2022,Real Madrid,Betis,0,0
20/05/2022,Vallecano,Levante,2,4
21/05/2022,Valencia,Celta,2,0
22/05/2022,Elche,Getafe,3,1
22/05/2022,Alaves,Cadiz,0,1
22/05/2022,Granada,Espanol,0,0
22/05/2022,Osasuna,Mallorca,0,2
22/05/2022,Barcelona,Villarreal,0,2
22/05/2022,Sevilla,Ath Bilbao,1,0
22/05/2022,Sociedad,Ath Madrid,1,2
12/08/2022,Osasuna,Sevilla,2,1
13/08/2022,Celta,Espanol,2,2
13/08/2022,Valladolid,Villarreal,0,3
13/08/2022,Barcelona,Vallecano,0,0
14/08/2022,Cadiz,Sociedad,0,1
14/08/2022,Valencia,Girona,1,0
14/08/2022,Almeria,Real Madrid,1,2
15/08/2022,Ath Bilbao,Mallorca,0,0
15/08/2022,Getafe,Ath Madrid,0,3
15/08/2022,Betis,Elche,3,0
19/08/2022,Espanol,Vallecano,0,2
19/08/2022,Sevilla,Valladolid,1,1
